index_rows|position|name|date|start|end|minister_number|sex
133|Minister of State (Atlantic Canada Opportunities Agency)| J. Bernard Boudreau|17 October 2000 – 8 January 2001|2000-10-17|2001-01-08|26|unknown
134|Minister of State (Atlantic Canada Opportunities Agency)| Robert G. Thibault|9 January 2001 – 15 January 2002|2001-01-09|2002-01-15|26|unknown
135|Minister of State (Atlantic Canada Opportunities Agency)| Gerry Byrne|16 January 2002 – 12 December 2003|2002-01-16|2003-12-12|26|unknown
136|Minister of State (Deputy Prime Minister)| Herb Gray|11 June 1997 – 14 January 2002|1997-06-11|2002-01-14|26|unknown
93|Minister without Portfolio|Théogène Ricard|18 March 1963-22 April 1963|1963-03-18|1963-04-22|18|unknown
138|Minister of State (Leader of the Government at the House of Commons)| Don Boudria|11 June 1997 – 14 January 2002|1997-06-11|2002-01-14|26|unknown
139|Minister of State (Leader of the Government at the House of Commons)| Ralph Goodale|15 January 2002 – 25 May 2002|2002-01-15|2002-05-25|26|unknown
140|Minister of State (Leader of the Government at the House of Commons)| Don Boudria|26 May 2002 – 12 December 2003|2002-05-26|2003-12-12|26|unknown
141|Minister responsible for La Francophonie| Pierre Pettigrew|25 January 1996 – 3 October 1996|1996-01-25|1996-10-03|26|unknown
142|Minister responsible for La Francophonie| Don Boudria|4 October 1996 – 10 June 1997|1996-10-04|1997-06-10|26|unknown
143|Minister responsible for Infrastructure| Arthur C. Eggleton|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
144|Minister responsible for Infrastructure| Marcel Massé|25 January 1996 – 2 August 1999|1996-01-25|1999-08-02|26|unknown
242|Minister of State|Joseph-Philippe Guay (Multiculturalism)|21 April 1977-16 September 1977|1977-04-21|1977-09-16|20|unknown
145|Minister responsible for Public Service Renewal| Marcel Massé|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
146|Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec| Brian Tobin|17 October 2000 – 14 January 2002|2000-10-17|2002-01-14|26|unknown
147|Minister responsible for the Federal Office of Regional Development - Quebec| Paul Martin|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
148|Minister responsible for the Federal Office of Regional Development - Quebec| John Manley|25 January 1996 – 10 June 1997|1996-01-25|1997-06-10|26|unknown
150|Minister with special responsibility for Literacy| Joyce Fairbairn|4 November 1993 – 10 June 1997|1993-11-04|1997-06-10|26|unknown
39|Postmaster General|Édouard Rinfret|25 August 1949-13 February 1952|1949-08-25|1952-02-13|17|unknown
164|Associate Minister of National Defence|Vacant|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|unknown
41|Postmaster General|Vacant (Walter James Turnbull was acting)|8 August 1955-16 August 1955|1955-08-08|1955-08-16|17|unknown
43|Minister for Defence Construction Limited|Jean-Eudes Dubé (acting)|1 September 1972-7 September 1972|1972-09-01|1972-09-07|20|unknown
26|Minister responsible for Indian Affairs|Davie Fulton (acting)|21 June 1957-12 May 1958|1957-06-21|1958-05-12|18|unknown
29|Minister of Justice and Attorney General|Davie Fulton|21 June 1957-9 August 1962|1957-06-21|1962-08-09|18|unknown
26|Minister of Fisheries|Hédard Robichaud|22 April 1963-20 April 1968|1963-04-22|1968-04-20|19|unknown
44|Minister of Consumer and Corporate Affairs and Registrar General|Harvie Andre (acting)|2 August 1989-23 February 1990|1989-08-02|1990-02-23|24|unknown
42|Minister of Consumer and Corporate Affairs and Registrar General|Harvie Andre|30 June 1986-30 January 1989|1986-06-30|1989-01-30|24|unknown
39|Minister of Communications|Perrin Beatty|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|unknown
43|Minister for National Capital Commission|Davie Fulton|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|unknown
44|Associate Minister of National Defence|Vacant|21 June 1957-20 August 1959|1957-06-21|1959-08-20|18|unknown
46|Associate Minister of National Defence|Vacant|8 February 1963-22 April 1963|1963-02-08|1963-04-22|18|unknown
49|Minister of National Defence|Vacant (Elgin B. Armstrong was acting)|4 February 1963-12 February 1963|1963-02-04|1963-02-12|18|unknown
29|Minister responsible for Canada Post Corporation|Harvie Andre|10 February 1987-25 June 1993|1987-02-10|1993-06-25|24|unknown
28|Minister responsible for Canada Post Corporation|Harvie Andre (acting)|20 January 1987-10 February 1987|1987-01-20|1987-02-10|24|unknown
26|Minister responsible for Canada Post Corporation|Perrin Beatty|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|unknown
68|Minister of Public Works|Davie Fulton|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|unknown
77|Solicitor General|Vacant|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|unknown
60|Associate Minister of National Defence|Vacant|19 September 1967-20 April 1968|1967-09-19|1968-04-20|19|unknown
80|Minister of Trade and Commerce|Vacant (James Alan Roberts was acting)|8 February 1963-12 February 1963|1963-02-08|1963-02-12|18|unknown
70|Postmaster General|Azellus Denis|22 April 1963-3 February 1964|1963-04-22|1964-02-03|19|unknown
10|Minister of Citizenship and Immigration|Davie Fulton (acting)|21 June 1957-12 May 1958|1957-06-21|1958-05-12|18|unknown
7|Minister for Canada Mortgage and Housing Corporation|Davie Fulton|9 August 1962-22 April 1963|1962-08-09|1963-04-22|18|unknown
123|President of the Treasury Board|Stockwell Day|19 Jan. 2010 – 18 May 2011|2010-01-19|2011-05-18|28|unknown
93|Minister of State (Fitness and Amateur Sport)|Perrin Beatty (acting)|24 January 1990-23 February 1990|1990-01-24|1990-02-23|24|unknown
161|Postmaster General|Jean-Jacques Blais|14 September 1976-2 February 1978|1976-09-14|1978-02-02|20|unknown
26|Minister of Fisheries and Oceans|Loyola Hearn|6 Feb. 2006 – 30 Oct. 2008|2006-02-06|2008-10-30|28|unknown
154|Minister of National Revenue|Joseph-Philippe Guay|16 September 1977-24 November 1978|1977-09-16|1978-11-24|20|unknown
147|Leader of the Government in the Senate|Dufferin Roblin|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|unknown
61|Minister of Trade and Commerce|C. D. Howe|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|unknown
139|Minister of National Defence|Jean-Eudes Dubé (acting)|1 September 1972-7 September 1972|1972-09-01|1972-09-07|20|unknown
134|Associate Minister of National Defence|Vacant|20 April 1968-4 June 1979|1968-04-20|1979-06-04|20|unknown
141|Leader of the Government in the House of Commons|Harvie Andre|23 February 1990-25 June 1993|1990-02-23|1993-06-25|24|unknown
66|Minister without Portfolio|Wishart McLea Robertson|15 November 1948-14 October 1953|1948-11-15|1953-10-14|17|unknown
130|Solicitor General of Canada| Andy Scott|11 June 1997 – 23 November 1998|1997-06-11|1998-11-23|26|unknown
130|Minister for National Capital Commission|Jean-Eudes Dubé|28 January 1972-8 August 1974|1972-01-28|1974-08-08|20|unknown
66|Minister for International Trade|Stockwell Day|30 Oct. 2008 – 19 Jan. 2010|2008-10-30|2010-01-19|28|unknown
11|Minister responsible for Defence Construction Canada|Jean-Jacques Blais|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|unknown
84|Associate Minister of National Defence|Kerry-Lynne Findlay|23 Feb. 2013 – 15 Jul. 2013|2013-02-23|2013-07-15|28|unknown
85|Associate Minister of National Defence|vacant|15 Jul. 2013 – 5 Jan. 2015|2013-07-15|2015-01-05|28|unknown
96|Minister of National Revenue|Kerry-Lynne Findlay|15 Jul. 2013 – 4 Nov. 2015|2013-07-15|2015-11-04|28|unknown
32|Associate Minister of National Defence|Vacant|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|unknown
33|Minister of National Defence|Jean-Jacques Blais|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|unknown
108|Minister of Public Safety and Emergency Preparedness|Stockwell Day|6 Feb. 2006 – 30 Oct. 2008|2006-02-06|2008-10-30|28|unknown
69|Minister of Fisheries|Hédard Robichaud|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|unknown
137|Minister of State (Leader of the Government in the House of Commons)|Harvie Andre|23 February 1990-25 June 1993|1990-02-23|1993-06-25|24|unknown
129|Solicitor General of Canada| Herb Gray|4 November 1993 – 10 June 1997|1993-11-04|1997-06-10|26|unknown
128|Secretary of State for External Affairs| André Ouellet|4 November 1993 – 12 May 1995|1993-11-04|1995-05-12|26|unknown
261|Minister without Portfolio|Joseph-Philippe Guay|3 November 1976-21 April 1977|1976-11-03|1977-04-21|20|unknown
73|Minister of Labour| Claudette Bradshaw|23 November 1998 – 12 December 2003|1998-11-23|2003-12-12|26|unknown
74|Minister of Multiculturalism and Citizenship| Michel Dupuy|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
75|Minister of Multiculturalism and Citizenship| Sheila Copps|25 January 1996 – 30 April 1996|1996-01-25|1996-04-30|26|unknown
76|Minister of Multiculturalism and Citizenship| Vacant|1 May 1996 – 18 June 1996|1996-05-01|1996-06-18|26|unknown
77|Minister of Multiculturalism and Citizenship| Sheila Copps|19 June 1996 – 11 July 1996|1996-06-19|1996-07-11|26|unknown
78|Minister of National Defence| David Michael Collenette|4 November 1993 – 4 October 1996|1993-11-04|1996-10-04|26|unknown
58|Minister of National Defence for Air|Vacant (Charles Gavan Power was acting)|22 May 1940-23 May 1940|1940-05-22|1940-05-23|16|unknown
79|Minister of National Defence| Douglas Young|4 October 1996 – 10 June 1997|1996-10-04|1997-06-10|26|unknown
80|Minister of National Defence| Arthur C. Eggleton|11 June 1997 – 26 May 2002|1997-06-11|2002-05-26|26|unknown
81|Minister of National Defence| John McCallum|26 May 2002 – 12 December 2003|2002-05-26|2003-12-12|26|unknown
82|Minister of National Health and Welfare| Diane Marleau|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
83|Minister of National Health and Welfare| David Charles Dingwall|25 January 1996 – 11 July 1996|1996-01-25|1996-07-11|26|unknown
84|Minister of National Revenue| David Anderson|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
85|Minister of National Revenue| Jane Stewart|25 January 1996 – 10 June 1997|1996-01-25|1997-06-10|26|unknown
50|Associate Minister of National Defence|Vacant|27 November 1944-15 November 1948|1944-11-27|1948-11-15|16|unknown
86|Minister of National Revenue| Herb Dhaliwal|11 June 1997 – 2 August 1999|1997-06-11|1999-08-02|26|unknown
48|Minister of Munitions and Supply|C. D. Howe|9 April 1940-1 January 1946|1940-04-09|1946-01-01|16|unknown
87|Minister of National Revenue| Martin Cauchon|3 August 1999 – 14 January 2002|1999-08-03|2002-01-14|26|unknown
88|Minister of National Revenue| Elinor Caplan|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
72|Minister of Labour| Lawrence MacAulay|11 June 1997 – 22 November 1998|1997-06-11|1998-11-22|26|unknown
71|Minister of Labour| Alfonso Gagliano|25 January 1996 – 10 June 1997|1996-01-25|1997-06-10|26|unknown
70|Minister of Labour| Lucienne Robillard|22 February 1995 – 24 January 1996|1995-02-22|1996-01-24|26|unknown
69|Minister of Labour| Lloyd Axworthy|4 November 1993 – 21 February 1995|1993-11-04|1995-02-21|26|unknown
89|Minister of Public Works|Joseph-Enoil Michaud (acting)|13 May 1942-7 October 1942|1942-05-13|1942-10-07|16|unknown
52|Minister for International Cooperation| Don Boudria|4 October 1996 – 10 June 1997|1996-10-04|1997-06-10|26|unknown
53|Minister for International Cooperation| Diane Marleau|11 June 1997 – 2 August 1999|1997-06-11|1999-08-02|26|unknown
54|Minister for International Cooperation| Maria Minna|3 August 1999 – 14 January 2002|1999-08-03|2002-01-14|26|unknown
85|Postmaster General|Vacant (Walter James Turnbull was acting)|9 June 1945-29 August 1945|1945-06-09|1945-08-29|16|unknown
55|Minister for International Cooperation| Susan Whelan|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
56|Minister for International Trade| Roy MacLaren|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
57|Minister for International Trade| Arthur C. Eggleton|25 January 1996 – 10 June 1997|1996-01-25|1997-06-10|26|unknown
58|Minister for International Trade| Sergio Marchi|11 June 1997 – 2 August 1999|1997-06-11|1999-08-02|26|unknown
89|Minister of Natural Resources| Anne McLellan|12 January 1995 – 10 June 1997|1995-01-12|1997-06-10|26|unknown
59|Minister for International Trade| Pierre Pettigrew|3 August 1999 – 12 December 2003|1999-08-03|2003-12-12|26|unknown
61|Minister of Intergovernmental Affairs| Stéphane Dion|25 January 1996 – 12 December 2003|1996-01-25|2003-12-12|26|unknown
77|Minister of National War Services|Vacant|19 January 1948-15 November 1948|1948-01-19|1948-11-15|16|unknown
62|Minister of Justice| Allan Rock|4 November 1993 – 10 June 1997|1993-11-04|1997-06-10|26|unknown
63|Minister of Justice| Anne McLellan|11 June 1997 – 14 January 2002|1997-06-11|2002-01-14|26|unknown
64|Minister of Justice| Martin Cauchon|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
65|Attorney General of Canada| The Minister of Justice (Ex officio)|4 November 1993 – 12 December 2003|1993-11-04|2003-12-12|26|unknown
66|Attorney General of Canada| Allan Rock|4 November 1993 – 10 June 1997|1993-11-04|1997-06-10|26|unknown
67|Attorney General of Canada| Anne McLellan|11 June 1997 – 14 January 2002|1997-06-11|2002-01-14|26|unknown
68|Attorney General of Canada| Martin Cauchon|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
60|Minister of Intergovernmental Affairs| Marcel Massé|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
91|Minister of Railways and Canals|C. D. Howe|23 October 1935-2 November 1936|1935-10-23|1936-11-02|16|unknown
90|Minister of Natural Resources| Ralph Goodale|11 June 1997 – 14 January 2002|1997-06-11|2002-01-14|26|unknown
42|Leader of the Government in the Senate|Wishart McLea Robertson|25 August 1945-15 November 1948|1945-08-25|1948-11-15|16|unknown
113|Leader of the Government in the House of Commons| Herb Gray|4 November 1993 – 10 June 1997|1993-11-04|1997-06-10|26|unknown
15|Minister of Fisheries|Joseph-Enoil Michaud|23 October 1935-7 October 1942|1935-10-23|1942-10-07|16|unknown
114|Leader of the Government in the House of Commons| Don Boudria|11 June 1997 – 14 January 2002|1997-06-11|2002-01-14|26|unknown
115|Leader of the Government in the House of Commons| Ralph Goodale|15 January 2002 – 25 May 2002|2002-01-15|2002-05-25|26|unknown
116|Leader of the Government in the House of Commons| Don Boudria|26 May 2002 – 12 December 2003|2002-05-26|2003-12-12|26|unknown
117|Leader of the Government in the Senate| Joyce Fairbairn|4 November 1993 – 10 June 1997|1993-11-04|1997-06-10|26|unknown
118|Leader of the Government in the Senate| Bernard Alasdair Graham|11 June 1997 – 3 October 1999|1997-06-11|1999-10-03|26|unknown
119|Leader of the Government in the Senate| J. Bernard Boudreau|4 October 1999 – 8 January 2001|1999-10-04|2001-01-08|26|unknown
120|Leader of the Government in the Senate| Sharon Carstairs|9 January 2001 – 12 December 2003|2001-01-09|2003-12-12|26|unknown
7|Minister for the Canadian Wheat Board|C. D. Howe|19 January 1948-15 November 1948|1948-01-19|1948-11-15|16|unknown
121|President of the Privy Council| Marcel Massé|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
122|President of the Privy Council| Stéphane Dion|25 January 1996 – 12 December 2003|1996-01-25|2003-12-12|26|unknown
4|Minister for Canada Mortgage and Housing Corporation|C. D. Howe|1 January 1946-15 November 1948|1946-01-01|1948-11-15|16|unknown
123|President of the Treasury Board| Arthur C. Eggleton|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
124|President of the Treasury Board| Marcel Massé|25 January 1996 – 2 August 1999|1996-01-25|1999-08-02|26|unknown
1|Minister of Agriculture|Vacant (George Barton was acting)|23 October 1935-25 October 1935|1935-10-23|1935-10-25|16|unknown
125|President of the Treasury Board| Lucienne Robillard|3 August 1999 – 12 December 2003|1999-08-03|2003-12-12|26|unknown
126|Secretary of State of Canada| Sergio Marchi|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
127|Secretary of State of Canada| Lucienne Robillard|25 January 1996 – 12 July 1996|1996-01-25|1996-07-12|26|unknown
18|Minister of Fisheries|Vacant (Stewart Bates was acting)|11 August 1947-14 August 1947|1947-08-11|1947-08-14|16|unknown
112|Minister of Western Economic Diversification| Allan Rock|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
111|Minister of Western Economic Diversification| Brian Tobin|17 October 2000 – 14 January 2002|2000-10-17|2002-01-14|26|unknown
110|Minister of Western Economic Diversification| John Manley|25 January 1996 – 16 October 2000|1996-01-25|2000-10-16|26|unknown
